Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type
XXXXXXXXX,Corporate,PR,1086 Quiet Treasure Link,77756.02319,2,Fitness,18.2362442,-66.37062073,LATAM,Buenos Aires,Argentina,1273,4/30/2015 23:49,8221,44,15,0.050000001,20537,59.99000168,0.25999999,5,299.9500122,284.9500122,74.08999634,South America,Buenos Aires,PROCESSING,,44,3,,http://images.acmesports.sports/adidas+Men%27s+F10+Messi+TRX+FG+Soccer+Cleat,adidas Men's F10 Messi TRX FG Soccer Cleat,59.99000168,0,5/2/2015 23:49,Standard Class,
XXXXXXXXX,Corporate,MT,3180 Round Gate,78221.77667,3,Footwear,18.21949196,-66.37052918,LATAM,Chimaltenango,Guatemala,6277,4/27/2017 3:32,58034,191,0,0,145203,99.98999786,0.300000012,5,499.9500122,499.9500122,149.9900055,Central America,Chimaltenango,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,5/2/2017 3:32,Standard Class,
XXXXXXXXX,Corporate,PR,1430 Fallen Line,78687.53014,3,Footwear,18.25289154,-66.37058258,LATAM,Villa Nueva,Guatemala,7701,2/2/2015 3:27,2203,191,5,0.01,5525,99.98999786,-0.039999999,5,499.9500122,494.9500122,-18.80999947,Central America,Guatemala,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,2/6/2015 3:27,Standard Class,
XXXXXXXXX,Consumer,PA,9818 Emerald Prairie Limits,79153.28362,3,Footwear,18.22985077,-66.37062073,LATAM,Quito,Ecuador,4126,2/13/2017 16:05,53069,191,15,0.029999999,132642,99.98999786,0.289999992,5,499.9500122,484.9500122,140.6399994,South America,Pichincha,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,2/18/2017 16:05,Standard Class,
XXXXXXXXX,Corporate,PR,8275 Tawny Elk Abbey,79619.0371,3,Footwear,18.22190094,-66.37052155,LATAM,Managua,Nicaragua,9528,5/27/2017 23:28,60146,191,20,0.039999999,150522,99.98999786,0.079999998,5,499.9500122,479.9500122,36,Central America,Managua,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,5/29/2017 23:28,Standard Class,
XXXXXXXXX,Corporate,MI,3935 Gentle Ramp,80084.79058,3,Footwear,18.26019096,-66.37052918,LATAM,Valle de La Pascua,Venezuela,1853,3/19/2017 19:53,55409,191,20,0.039999999,138585,99.98999786,0.379999995,5,499.9500122,479.9500122,179.9799957,South America,Guárico,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,3/24/2017 19:53,Standard Class,
XXXXXXXXX,Consumer,NY,2127 Hazy Corner,80550.54406,3,Footwear,18.28128624,-66.37050629,LATAM,San Miguelito,Panamá,11149,5/7/2015 15:56,8678,191,25,0.050000001,21674,99.98999786,-1.649999976,5,499.9500122,474.9500122,-783.6699829,Central America,Panamá,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,5/11/2015 15:56,Standard Class,
XXXXXXXXX,Home Office,PR,1884 Green Pine Bank,81016.29754,3,Footwear,18.21101761,-66.37052918,LATAM,San Miguelito,Panamá,5828,4/27/2015 11:23,7980,191,25,0.050000001,19945,99.98999786,0.419999987,5,499.9500122,474.9500122,199.4799957,Central America,Panamá,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,5/3/2015 11:23,Standard Class,
XXXXXXXXX,Corporate,FL,7600 Cotton Log Row,81482.05101,3,Footwear,18.22019768,-66.37058258,LATAM,Petapa,Guatemala,6887,4/14/2017 18:06,57185,191,50,0.100000001,143043,99.98999786,-0.600000024,5,499.9500122,449.9599915,-269.9700012,Central America,Guatemala,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,4/20/2017 18:06,Standard Class,
XXXXXXXXX,Corporate,PR,2056 Dusty Route,81947.80449,3,Footwear,18.25534058,-66.37050629,LATAM,Cotia,Brasil,4781,5/7/2015 1:13,8636,191,50,0.100000001,21551,99.98999786,-0.050000001,5,499.9500122,449.9599915,-22.5,South America,São Paulo,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,5/9/2015 1:13,Standard Class,
XXXXXXXXX,Corporate,CA,9144 Blue Blossom Court,82413.55797,3,Footwear,18.23215866,-66.37059021,LATAM,Itapecuru Mirim,Brasil,10668,6/12/2017 5:55,61192,251,112.4899979,0.25,153077,89.98999786,0.180000007,5,449.9500122,337.4599915,59.06000137,South America,Marañón,PROCESSING,,251,12,,http://images.acmesports.sports/Brooks+Women%27s+Ghost+6+Running+Shoe,Brooks Women's Ghost 6 Running Shoe,89.98999786,0,6/15/2017 5:55,Standard Class,
XXXXXXXXX,Corporate,PR,4063 Quiet Heights,82879.31145,4,Apparel,18.20737648,-66.37055206,LATAM,León,Nicaragua,5421,3/26/2017 15:30,55876,365,0,0,139714,59.99000168,0.469999999,5,299.9500122,299.9500122,140.9799957,Central America,León,PROCESSING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,3/28/2017 15:30,Standard Class,
XXXXXXXXX,Consumer,NY,3248 Shady Corner,83345.06493,4,Apparel,18.27331543,-66.37060547,LATAM,Tlalpan,México,10200,2/17/2017 11:52,53331,365,3,0.01,133251,59.99000168,0.280000001,5,299.9500122,296.9500122,81.66000366,Central America,Distrito Federal,PROCESSING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2/19/2017 11:52,Standard Class,
XXXXXXXXX,Corporate,CA,136 Sunny Treasure Green,83810.81841,4,Apparel,18.2626648,-66.3706131,LATAM,Apopa,El Salvador,11254,1/25/2017 1:13,51725,365,3,0.01,129241,59.99000168,0.059999999,5,299.9500122,296.9500122,18.40999985,Central America,San Salvador,PROCESSING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/31/2017 1:13,Standard Class,
XXXXXXXXX,Corporate,PR,2536 Wishing Square,84276.57188,4,Apparel,18.26016426,-66.37059021,LATAM,Cipolletti,Argentina,11106,2/6/2017 6:27,52562,365,6,0.02,131382,59.99000168,0.109999999,5,299.9500122,293.9500122,33.22000122,South America,Río Negro,PROCESSING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2/9/2017 6:27,Standard Class,
XXXXXXXXX,Corporate,MA,6422 Silver Towers,84742.32536,4,Apparel,18.24535179,-66.37059784,LATAM,Mejicanos,El Salvador,8456,5/22/2017 6:08,59754,365,9,0.029999999,149532,59.99000168,0.090000004,5,299.9500122,290.9500122,25.30999947,Central America,San Salvador,PROCESSING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,5/27/2017 6:08,Standard Class,
XXXXXXXXX,Corporate,PR,262 Harvest Close,85208.07884,4,Apparel,18.21775055,-66.37060547,LATAM,La Ceiba,Honduras,6149,2/21/2017 1:00,53574,365,12,0.039999999,133893,59.99000168,-0.829999983,5,299.9500122,287.9500122,-239.8600006,Central America,Atlántida,PROCESSING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2/26/2017 1:00,Standard Class,
XXXXXXXXX,Corporate,PR,7347 Hazy Beacon Park,85673.83232,4,Apparel,18.29214859,-66.3706131,LATAM,Córdoba,México,1473,1/6/2015 19:26,399,365,16.5,0.059999999,989,59.99000168,-0.550000012,5,299.9500122,283.4500122,-155.8999939,Central America,Veracruz,PROCESSING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/11/2015 19:26,Standard Class,
XXXXXXXXX,Consumer,PR,427 Grand Branch Hill,725,3,Footwear,18.26737404,-66.37062836,Africa,Kuito,Angola,1840,1/15/2017 4:44,51050,191,13,0.129999995,127587,99.98999786,0.460000008,1,99.98999786,86.98999786,40.02000046,Central Africa,Bié,ON_HOLD,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,1/21/2017 4:44,Second Class,
XXXXXXXXX,Consumer,PR,2035 Lazy Diversion,725,4,Apparel,18.29659462,-66.37059021,Africa,Jartum,Sudán,6757,10/28/2016 19:23,45680,403,2.599999905,0.02,114171,129.9900055,0.349999994,1,129.9900055,127.3899994,44.59000015,North Africa,Jartum,ON_HOLD,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/3/2016 19:23,Second Class,
XXXXXXXXX,Consumer,PR,4520 Grand Port,725,4,Apparel,18.27468491,-66.37056732,Africa,Hargeysa,Somalia,3972,9/19/2016 13:39,42992,403,11.69999981,0.090000004,107395,129.9900055,0.49000001,1,129.9900055,118.2900009,57.95999908,East Africa,Gobolka Woqooyi Galbeed,ON_HOLD,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,9/22/2016 13:39,Second Class,
XXXXXXXXX,Consumer,PR,7489 Green End,725,4,Apparel,18.21944618,-66.37057495,Africa,Kenitra,Marruecos,9316,8/25/2016 22:16,41304,403,13,0.100000001,103114,129.9900055,0.25999999,1,129.9900055,116.9899979,30.42000008,North Africa,Garb-Chrarda-Beni Hsen,ON_HOLD,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,8/30/2016 22:16,Second Class,
XXXXXXXXX,Consumer,PR,2035 Lazy Diversion,725,4,Apparel,18.29659462,-66.37059021,Africa,Jartum,Sudán,6757,10/28/2016 19:23,45680,365,10.80000019,0.180000007,114173,59.99000168,0.5,1,59.99000168,49.18999863,24.60000038,North Africa,Jartum,ON_HOLD,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,11/3/2016 19:23,Second Class,
XXXXXXXXX,Consumer,PR,620 Thunder Creek Towers,725,4,Apparel,18.23975563,-66.37059021,Africa,Abidjan,Costa de Marfil,11213,10/7/2016 23:26,44253,403,26,0.200000003,110494,129.9900055,0.469999999,1,129.9900055,103.9899979,48.88000107,West Africa,Lagunes,ON_HOLD,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,10/11/2016 23:26,Second Class,
XXXXXXXXX,Consumer,PR,555 Lazy Robin Freeway,725,7,Fan Shop,18.2643261,-66.37060547,Africa,Abu Kabir,Egipto,3474,11/3/2016 21:49,46098,957,3,0.01,115235,299.980011,0,1,299.980011,296.980011,0,North Africa,Ash Sharqiyah,ON_HOLD,,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,11/7/2016 21:49,Second Class,
XXXXXXXXX,Consumer,PR,7489 Green End,725,7,Fan Shop,18.21944618,-66.37057495,Africa,Kenitra,Marruecos,9316,8/25/2016 22:16,41304,957,6,0.02,103115,299.980011,0.330000013,1,299.980011,293.980011,95.54000092,North Africa,Garb-Chrarda-Beni Hsen,ON_HOLD,,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,8/30/2016 22:16,Second Class,
XXXXXXXXX,Consumer,PR,4722 Round Embers Falls,725,10,Technology,18.27085495,-66.03705597,Europe,Perugia,Italia,14630,11/3/2017 13:05,71077,1352,0,0,174392,252.8800049,-0.200000003,1,252.8800049,252.8800049,-50.58000183,Southern Europe,Umbría,COMPLETE,,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,0,11/6/2017 13:05,Second Class,
XXXXXXXXX,Consumer,PR,1836 Cozy View Orchard,725,10,Technology,18.23665237,-66.0370636,Europe,Nuremberg,Alemania,13256,10/14/2017 11:42,69703,1349,4.519999981,0.01,173018,452.0400085,0.270000011,1,452.0400085,447.519989,120.8300018,Western Europe,Bavaria,COMPLETE,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/18/2017 11:42,Second Class,
XXXXXXXXX,Consumer,PR,5257 Umber Field,725,10,Technology,18.28206062,-66.03705597,Europe,Reims,Francia,14665,11/4/2017 1:21,71112,1352,2.529999971,0.01,174427,252.8800049,0.100000001,1,252.8800049,250.3500061,25.04000092,Western Europe,Alsacia-Champaña-Ardenas-Lorena,COMPLETE,,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,0,11/7/2017 1:21,Second Class,
XXXXXXXXX,Consumer,PR,9079 Dewy Deer Harbour,725,10,Technology,18.21524239,-66.03705597,Europe,Halle,Alemania,13363,10/16/2017 1:12,69810,1349,9.039999962,0.02,173125,452.0400085,0.479999989,1,452.0400085,443,212.6399994,Western Europe,Sajonia-Anhalt,COMPLETE,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/22/2017 1:12,Second Class,
XXXXXXXXX,Consumer,PR,1284 High Apple Highlands,725,10,Technology,18.25598526,-66.03705597,Europe,Bremerhaven,Alemania,14645,11/3/2017 18:20,71092,1352,7.590000153,0.029999999,174407,252.8800049,0.280000001,1,252.8800049,245.2899933,68.68000031,Western Europe,Bremen,COMPLETE,,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,0,11/6/2017 18:20,Second Class,
XXXXXXXXX,Consumer,PR,9816 Grand Hills Knoll,725,10,Technology,18.28172112,-66.03705597,Europe,Portici,Italia,13163,10/13/2017 3:08,69610,1349,18.07999992,0.039999999,172925,452.0400085,0.310000002,1,452.0400085,433.9599915,135.8300018,Southern Europe,Campania,COMPLETE,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/19/2017 3:08,Second Class,
XXXXXXXXX,Consumer,PR,5301 Blue Street,725,10,Technology,18.23458481,-66.03705597,Europe,Bielefeld,Alemania,14553,11/2/2017 10:06,71000,1352,12.64000034,0.050000001,174315,252.8800049,0.330000013,1,252.8800049,240.2400055,78.08000183,Western Europe,Renania del Norte-Westfalia,COMPLETE,,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,0,11/8/2017 10:06,Second Class,
XXXXXXXXX,Consumer,PR,7274 Middle Wynd,725,10,Technology,18.25249672,-66.03704834,Europe,London,Reino Unido,14287,10/29/2017 12:55,70734,1351,82.5,0.059999999,174049,1500,0.419999987,1,1500,1417.5,595.3499756,Northern Europe,Inglaterra,COMPLETE,,1351,64,,http://images.acmesports.sports/Dell+Laptop,Dell Laptop,1500,0,11/3/2017 12:55,Second Class,
XXXXXXXXX,Consumer,PR,2668 Velvet Row ,725,10,Technology,18.25508499,-66.03705597,Europe,Drancy,Francia,13179,10/13/2017 8:44,69626,1349,24.86000061,0.059999999,172941,452.0400085,0.050000001,1,452.0400085,427.1799927,21.36000061,Western Europe,Isla de Francia,COMPLETE,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/15/2017 8:44,Second Class,
XXXXXXXXX,Consumer,PR,567 Fallen Pines ,725,10,Technology,18.28042221,-66.0370636,Europe,Duisburg,Alemania,13035,10/11/2017 6:17,69482,1349,24.86000061,0.059999999,172797,452.0400085,0.5,1,452.0400085,427.1799927,213.5899963,Western Europe,Renania del Norte-Westfalia,COMPLETE,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/14/2017 6:17,Second Class,
XXXXXXXXX,Consumer,PR,9870 Little Hickory Loop,725,10,Technology,18.23288918,-66.0370636,Europe,Bradford,Reino Unido,14322,10/30/2017 1:10,70769,1351,105,0.07,174084,1500,0.039999999,1,1500,1395,55.79999924,Northern Europe,Inglaterra,COMPLETE,,1351,64,,http://images.acmesports.sports/Dell+Laptop,Dell Laptop,1500,0,11/4/2017 1:10,Second Class,
XXXXXXXXX,Consumer,PR,5763 Green Crossing ,725,10,Technology,18.22864342,-66.0370636,Europe,Agrigento,Italia,13196,10/13/2017 14:41,69643,1349,31.63999939,0.07,172958,452.0400085,0.300000012,1,452.0400085,420.3999939,126.1200027,Southern Europe,Sicilia,COMPLETE,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/17/2017 14:41,Second Class,
XXXXXXXXX,Consumer,PR,4854 Tawny Cove,725,10,Technology,18.29532433,-66.03705597,Europe,Oldham,Reino Unido,14604,11/3/2017 3:58,71051,1352,22.76000023,0.090000004,174366,252.8800049,0.029999999,1,252.8800049,230.1199951,6.900000095,Northern Europe,Inglaterra,COMPLETE,,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,0,11/5/2017 3:58,Second Class,
XXXXXXXXX,Consumer,PR,8297 Golden Green ,725,10,Technology,18.24217796,-66.0370636,Europe,Palermo,Italia,12961,10/10/2017 4:21,69408,1349,40.68000031,0.090000004,172723,452.0400085,-0.680000007,1,452.0400085,411.3599854,-277.6700134,Southern Europe,Sicilia,COMPLETE,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/14/2017 4:21,Second Class,
XXXXXXXXX,Consumer,PR,7293 Lazy Hill,725,10,Technology,18.25569725,-66.0370636,Europe,Madrid,España,14676,11/4/2017 5:12,71123,1352,22.76000023,0.090000004,174438,252.8800049,0.460000008,1,252.8800049,230.1199951,105.8600006,Southern Europe,Madrid,COMPLETE,,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,0,11/8/2017 5:12,Second Class,
XXXXXXXXX,Consumer,PR,8967 Sleepy Lane,725,10,Technology,18.26639938,-66.0370636,Europe,Nancy,Francia,14087,10/26/2017 14:51,70534,1351,135,0.090000004,173849,1500,0.059999999,1,1500,1365,86,Western Europe,Alsacia-Champaña-Ardenas-Lorena,COMPLETE,,1351,64,,http://images.acmesports.sports/Dell+Laptop,Dell Laptop,1500,0,10/31/2017 14:51,Second Class,
XXXXXXXXX,Consumer,PR,6370 Emerald Row ,725,10,Technology,18.23524284,-66.03705597,Europe,Girona,España,13194,10/13/2017 13:59,69641,1349,45.20000076,0.100000001,172956,452.0400085,0.479999989,1,452.0400085,406.8399963,195.2799988,Southern Europe,Cataluña,COMPLETE,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/15/2017 13:59,Second Class,
XXXXXXXXX,Consumer,PR,3065 Foggy Horse Port,725,10,Technology,18.25786781,-66.03705597,Europe,Laon,Francia,14513,11/1/2017 20:05,70960,1352,25.29000092,0.100000001,174275,252.8800049,0.100000001,1,252.8800049,227.5899963,22.76000023,Western Europe,Norte-Paso de Calais-Picardía,COMPLETE,,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,0,11/7/2017 20:05,Second Class,
XXXXXXXXX,Consumer,PR,1393 Umber Sky Estates,725,10,Technology,18.22337914,-66.03705597,Europe,Hartlepool,Reino Unido,13461,10/17/2017 11:32,69908,1349,67.80999756,0.150000006,173223,452.0400085,0.469999999,1,452.0400085,384.230011,180.5899963,Northern Europe,Inglaterra,COMPLETE,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/21/2017 11:32,Second Class,
XXXXXXXXX,Consumer,PR,5493 Burning Horse Heath,725,10,Technology,18.23107529,-66.03705597,Europe,Pontault-Combault,Francia,14510,11/1/2017 19:02,70957,1352,37.93000031,0.150000006,174272,252.8800049,0.469999999,1,252.8800049,214.9499969,101.0299988,Western Europe,Isla de Francia,COMPLETE,,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,0,11/4/2017 19:02,Second Class,
XXXXXXXXX,Consumer,PR,529 Blue Grove Rise,725,10,Technology,18.26862907,-66.03705597,Europe,La Rochelle,Francia,13190,10/13/2017 12:35,69637,1349,72.33000183,0.159999996,172952,452.0400085,0.310000002,1,452.0400085,379.7099915,118.8499985,Western Europe,Aquitania-Lemosín-Poitou-Charentes,COMPLETE,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/16/2017 12:35,Second Class,
XXXXXXXXX,Consumer,PR,4462 Little Lagoon Route,725,10,Technology,18.22708893,-66.0370636,Europe,Edinburgh,Reino Unido,14508,11/1/2017 18:20,70955,1352,42.99000168,0.170000002,174270,252.8800049,0.289999992,1,252.8800049,209.8899994,60.86999893,Northern Europe,Escocia,COMPLETE,,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,0,11/7/2017 18:20,Second Class,
XXXXXXXXX,Consumer,PR,9854 Jagged Impasse,725,10,Technology,18.23437882,-66.03705597,Europe,Acerra,Italia,14472,11/1/2017 5:44,70919,1352,42.99000168,0.170000002,174234,252.8800049,0.349999994,1,252.8800049,209.8899994,73.45999908,Southern Europe,Campania,COMPLETE,,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,0,11/6/2017 5:44,Second Class,
XXXXXXXXX,Consumer,PR,5336 Sleepy Sky Common,725,10,Technology,18.29236603,-66.0370636,Europe,Hanover,Alemania,14562,11/2/2017 13:15,71009,1352,42.99000168,0.170000002,174324,252.8800049,0.189999998,1,252.8800049,209.8899994,39.88000107,Western Europe,Baja Sajonia,COMPLETE,,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,0,11/7/2017 13:15,Second Class,
XXXXXXXXX,Consumer,PR,3836 Blue Brook Stead,725,10,Technology,18.21356773,-66.0370636,Europe,Manchester,Reino Unido,13206,10/13/2017 18:11,69653,1349,81.37000275,0.180000007,172968,452.0400085,0.479999989,1,452.0400085,370.6700134,177.9199982,Northern Europe,Inglaterra,COMPLETE,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/17/2017 18:11,Second Class,
XXXXXXXXX,Consumer,PR,4896 Honey Wood ,725,10,Technology,18.2920475,-66.0370636,Europe,Messina,Italia,13080,10/11/2017 22:03,69527,1349,81.37000275,0.180000007,172842,452.0400085,0.349999994,1,452.0400085,370.6700134,129.7400055,Southern Europe,Sicilia,COMPLETE,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/14/2017 22:03,Second Class,
XXXXXXXXX,Consumer,PR,4592 Grand Timber Ramp,725,10,Technology,18.24609184,-66.0370636,Europe,Wilhelmshaven,Alemania,14633,11/3/2017 14:08,71080,1352,45.52000046,0.180000007,174395,252.8800049,0.300000012,1,252.8800049,207.3600006,62.20999908,Western Europe,Baja Sajonia,COMPLETE,,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,0,11/9/2017 14:08,Second Class,
XXXXXXXXX,Consumer,PR,146 Middle Terrace,725,10,Technology,18.20939446,-66.03705597,Europe,Letchworth,Reino Unido,14097,10/26/2017 18:21,70544,1351,300,0.200000003,173859,1500,0.079999998,1,1500,1200,90,Northern Europe,Inglaterra,COMPLETE,,1351,64,,http://images.acmesports.sports/Dell+Laptop,Dell Laptop,1500,0,10/31/2017 18:21,Second Class,
XXXXXXXXX,Consumer,PR,3710 Little Nook ,725,10,Technology,18.29184341,-66.03704834,Europe,Kilwinning,Reino Unido,13024,10/11/2017 2:26,69471,1349,113.0100021,0.25,172786,452.0400085,0.349999994,1,452.0400085,339.0299988,118.6600037,Northern Europe,Escocia,COMPLETE,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/13/2017 2:26,Second Class,
XXXXXXXXX,Consumer,PR,9598 Cinder Close,725,2,Fitness,18.2275734,-66.0437088,Europe,Villeneuve-le-Roi,Francia,778,10/2/2017 11:01,68879,60,10,0.01,172188,999.9899902,0.419999987,1,999.9899902,989.9899902,415.7999878,Western Europe,Isla de Francia,COMPLETE,,60,4,,http://images.acmesports.sports/SOLE+E25+Elliptical,SOLE E25 Elliptical,999.9899902,0,10/7/2017 11:01,Second Class,
XXXXXXXXX,Consumer,PR,6998 Old Treasure Crossing,725,2,Fitness,18.28542137,-66.37056732,Europe,Barakaldo,España,7146,9/8/2017 3:42,67214,24,1.600000024,0.02,167987,79.98999786,0.109999999,1,79.98999786,78.38999939,8.619999886,Southern Europe,País Vasco,COMPLETE,,24,2,,http://images.acmesports.sports/Elevation+Training+Mask+2.0,Elevation Training Mask 2.0,79.98999786,0,9/13/2017 3:42,Second Class,
XXXXXXXXX,Consumer,PR,100 Jagged Cloud Pathway,725,2,Fitness,18.24692345,-66.37057495,Europe,Estocolmo,Suecia,6365,9/17/2015 23:17,17810,44,7.800000191,0.129999995,44493,59.99000168,0.310000002,1,59.99000168,52.18999863,16.34000015,Northern Europe,Estocolmo,COMPLETE,,44,3,,http://images.acmesports.sports/adidas+Men%27s+F10+Messi+TRX+FG+Soccer+Cleat,adidas Men's F10 Messi TRX FG Soccer Cleat,59.99000168,0,9/23/2015 23:17,Second Class,
XXXXXXXXX,Consumer,PR,8110 Old Place,725,3,Footwear,18.23379898,-66.37056732,Europe,Aylesbury,Reino Unido,8422,10/2/2015 7:40,18793,278,1.799999952,0.039999999,46997,44.99000168,0.289999992,1,44.99000168,43.18999863,12.52999973,Northern Europe,Inglaterra,COMPLETE,,278,13,,http://images.acmesports.sports/Under+Armour+Men%27s+Compression+EV+SL+Slide,Under Armour Men's Compression EV SL Slide,44.99000168,0,10/6/2015 7:40,Second Class,
XXXXXXXXX,Consumer,PR,1453 Lazy Cider Hill,725,3,Footwear,18.24496079,-66.3705368,Europe,Langenhagen,Alemania,8524,8/8/2017 10:13,65109,191,4,0.039999999,162715,99.98999786,0.270000011,1,99.98999786,95.98999786,25.92000008,Western Europe,Baja Sajonia,COMPLETE,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,8/13/2017 10:13,Second Class,
